Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
298,51,blue-collar,divorced,secondary,no,216,yes,no,unknown,27,may,213,2,-1,0,unknown,no
299,33,services,married,secondary,no,2533,yes,no,cellular,18,may,16,6,180,2,other,no
300,52,technician,married,secondary,no,963,yes,no,unknown,29,may,74,2,-1,0,unknown,no
301,46,management,married,tertiary,no,1950,no,no,cellular,4,sep,56,2,-1,0,unknown,no
302,47,blue-collar,married,unknown,no,1506,yes,no,unknown,5,may,92,1,-1,0,unknown,no
303,49,admin.,single,secondary,no,716,yes,no,unknown,15,may,1257,3,-1,0,unknown,yes
304,24,blue-collar,married,secondary,no,94,yes,no,unknown,12,may,166,2,-1,0,unknown,no
305,38,management,married,tertiary,no,0,no,no,cellular,26,aug,101,4,-1,0,unknown,no
306,34,blue-collar,married,secondary,no,463,yes,no,cellular,18,may,11,11,360,4,failure,no
307,39,admin.,divorced,secondary,no,676,yes,no,cellular,5,may,281,2,-1,0,unknown,no
308,44,entrepreneur,married,primary,no,5038,no,no,cellular,7,jul,199,7,-1,0,unknown,no
309,51,admin.,married,secondary,no,50,no,no,cellular,26,aug,178,2,-1,0,unknown,no
310,34,technician,divorced,unknown,no,975,yes,no,cellular,30,jan,263,2,191,1,other,no
311,60,entrepreneur,divorced,secondary,no,1307,yes,no,unknown,27,may,328,11,-1,0,unknown,no
312,82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,no
313,45,blue-collar,married,primary,no,2217,yes,no,unknown,15,may,126,1,-1,0,unknown,no
314,34,services,married,secondary,no,1005,yes,no,cellular,15,jul,274,3,-1,0,unknown,no
315,41,blue-collar,single,unknown,no,961,yes,no,unknown,29,may,117,1,-1,0,unknown,no
316,37,admin.,single,secondary,no,515,yes,no,cellular,20,apr,59,1,-1,0,unknown,no
317,54,housemaid,single,unknown,no,6020,no,no,unknown,6,jun,24,1,-1,0,unknown,no
318,59,management,married,tertiary,no,1574,no,no,unknown,11,jun,181,1,-1,0,unknown,no
319,35,admin.,married,secondary,no,421,yes,no,cellular,18,nov,350,1,-1,0,unknown,no
320,58,blue-collar,married,secondary,no,144,no,yes,cellular,25,jul,71,2,-1,0,unknown,no
321,34,blue-collar,married,primary,no,6352,yes,no,cellular,5,may,338,4,288,2,other,no
322,27,admin.,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,-1,0,unknown,no
323,41,entrepreneur,single,primary,no,7264,no,yes,unknown,1,jul,125,3,-1,0,unknown,no
324,55,technician,married,secondary,no,2313,yes,no,unknown,9,may,551,2,-1,0,unknown,no
325,28,management,married,tertiary,no,13186,yes,no,unknown,27,may,466,2,-1,0,unknown,no
326,40,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,332,1,183,1,failure,no
327,43,blue-collar,married,primary,no,-124,yes,no,unknown,27,may,47,5,-1,0,unknown,no
328,29,blue-collar,single,secondary,no,558,yes,no,cellular,11,may,142,1,-1,0,unknown,no
329,45,blue-collar,married,secondary,no,1778,yes,no,cellular,4,feb,41,1,251,5,failure,no
330,31,entrepreneur,single,secondary,no,937,yes,no,cellular,9,feb,51,3,-1,0,unknown,no
331,32,management,single,tertiary,no,2059,no,no,cellular,4,feb,886,2,-1,0,unknown,no
332,54,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,151,4,-1,0,unknown,no
333,27,blue-collar,married,secondary,no,373,yes,no,unknown,4,jun,49,1,-1,0,unknown,no
334,32,management,married,tertiary,no,1014,no,no,cellular,20,aug,194,6,-1,0,unknown,no
335,53,unemployed,divorced,secondary,no,468,no,no,cellular,22,aug,153,6,-1,0,unknown,no
336,41,technician,married,secondary,no,476,yes,yes,cellular,18,nov,132,1,-1,0,unknown,no
337,46,blue-collar,married,primary,no,7934,yes,no,unknown,19,may,123,1,-1,0,unknown,no
338,61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no
339,35,management,married,tertiary,no,1078,yes,no,cellular,31,jul,48,4,-1,0,unknown,no
340,32,services,single,secondary,no,473,yes,no,cellular,7,jul,624,5,-1,0,unknown,no
341,35,unknown,divorced,primary,no,3888,no,no,cellular,20,nov,207,5,178,5,failure,no
342,34,management,married,tertiary,no,1770,yes,no,unknown,6,nov,26,1,101,11,other,no
343,33,management,married,secondary,no,2858,yes,yes,cellular,12,may,175,1,298,5,failure,no
344,49,admin.,married,secondary,no,3620,no,no,cellular,4,may,346,2,-1,0,unknown,no
345,39,entrepreneur,married,secondary,no,156,no,yes,unknown,17,jun,76,2,-1,0,unknown,no
346,47,housemaid,single,tertiary,no,456,no,no,unknown,12,jun,139,2,-1,0,unknown,no
347,34,blue-collar,single,secondary,no,283,yes,no,cellular,13,may,151,2,-1,0,unknown,no
348,38,management,divorced,tertiary,no,554,no,no,cellular,21,nov,45,1,101,4,failure,no
349,35,management,married,tertiary,no,1285,no,no,cellular,26,aug,100,4,-1,0,unknown,no
350,30,management,single,tertiary,no,13774,no,no,cellular,14,sep,380,1,-1,0,unknown,no
351,21,unemployed,single,secondary,no,1333,no,no,cellular,2,feb,120,1,-1,0,unknown,no
352,52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,unknown,no
353,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,no
354,56,admin.,married,secondary,no,2256,yes,no,unknown,15,may,171,2,-1,0,unknown,no
355,64,retired,married,unknown,no,2923,no,no,cellular,12,mar,120,1,-1,0,unknown,no
356,50,management,married,secondary,no,633,no,yes,telephone,17,nov,302,1,111,6,failure,no
357,29,technician,single,secondary,no,290,yes,yes,cellular,8,jul,293,1,-1,0,unknown,no
358,31,management,single,tertiary,no,8436,yes,no,cellular,19,nov,162,2,-1,0,unknown,no
359,27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,-1,0,unknown,no
360,44,technician,married,secondary,no,1319,no,no,cellular,4,jun,77,2,-1,0,unknown,no
361,41,technician,married,secondary,no,-172,yes,yes,cellular,11,jul,132,2,-1,0,unknown,no
362,31,technician,married,secondary,no,119,yes,no,cellular,4,feb,380,1,-1,0,unknown,no
363,56,management,married,primary,no,772,yes,no,telephone,20,nov,291,1,-1,0,unknown,no
364,25,admin.,married,secondary,no,789,yes,no,cellular,23,jul,202,1,-1,0,unknown,no
365,28,student,single,secondary,no,29,no,yes,cellular,6,feb,402,1,-1,0,unknown,no
366,36,technician,married,secondary,no,216,no,no,cellular,29,aug,80,2,-1,0,unknown,no
367,32,management,single,tertiary,no,2613,no,no,cellular,4,may,520,2,-1,0,unknown,no
368,29,admin.,divorced,secondary,no,0,no,no,unknown,9,may,393,1,-1,0,unknown,no
369,37,blue-collar,married,secondary,no,80,yes,yes,unknown,9,aug,6,1,461,5,failure,no
370,44,management,married,secondary,no,1103,no,no,cellular,20,nov,82,1,-1,0,unknown,no
371,31,technician,married,secondary,no,-576,yes,no,unknown,26,may,93,2,-1,0,unknown,no
372,52,services,divorced,secondary,no,0,yes,no,cellular,11,may,243,2,-1,0,unknown,no
373,46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,89,4,235,2,failure,no
374,36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,80,1,81,2,failure,no
375,36,management,single,tertiary,no,4788,yes,no,cellular,16,apr,241,2,317,1,failure,no
376,49,self-employed,married,secondary,no,1878,yes,yes,unknown,23,may,283,11,-1,0,unknown,no
377,45,services,married,secondary,no,3638,yes,yes,unknown,3,jun,313,7,-1,0,unknown,no
378,68,retired,married,primary,no,7945,no,no,cellular,27,apr,252,1,181,1,failure,no
379,36,blue-collar,married,secondary,no,0,yes,no,unknown,30,may,54,4,-1,0,unknown,no
380,38,admin.,married,secondary,no,3632,yes,yes,cellular,13,may,323,1,-1,0,unknown,no
381,31,blue-collar,married,secondary,no,77,yes,no,unknown,27,may,371,2,-1,0,unknown,no
382,44,housemaid,married,primary,no,1342,yes,yes,telephone,14,may,112,2,370,2,failure,no
383,41,blue-collar,married,primary,no,410,yes,no,unknown,14,may,85,4,-1,0,unknown,no
384,38,blue-collar,single,secondary,no,68,no,no,unknown,5,jun,90,2,-1,0,unknown,no
385,50,management,married,secondary,no,0,yes,no,cellular,20,nov,152,1,190,1,failure,no
386,27,services,single,secondary,no,1636,yes,no,unknown,28,may,282,2,-1,0,unknown,no
387,52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,unknown,no
388,45,management,married,tertiary,yes,-1655,yes,no,unknown,28,may,333,2,-1,0,unknown,no
389,31,blue-collar,married,unknown,yes,-13,yes,no,unknown,30,may,176,4,-1,0,unknown,no
390,36,blue-collar,divorced,primary,no,17,yes,no,cellular,16,jul,329,1,-1,0,unknown,no
391,38,services,married,secondary,no,0,yes,no,cellular,20,apr,506,2,-1,0,unknown,no
392,59,retired,divorced,primary,no,643,yes,no,unknown,13,may,354,2,-1,0,unknown,no
393,31,blue-collar,married,primary,no,242,no,no,cellular,29,jan,24,1,-1,0,unknown,no
394,44,services,married,secondary,no,-627,yes,no,unknown,26,may,373,2,-1,0,unknown,no
395,48,blue-collar,married,primary,no,-298,yes,no,cellular,18,nov,77,1,-1,0,unknown,no
396,37,management,married,tertiary,no,0,yes,no,cellular,17,apr,236,3,-1,0,unknown,no
397,35,blue-collar,married,primary,no,624,yes,no,unknown,7,may,163,1,-1,0,unknown,no
398,53,technician,married,tertiary,no,7,no,yes,cellular,8,may,57,1,368,1,failure,no
399,29,admin.,married,secondary,no,957,yes,yes,cellular,30,jan,258,2,263,3,failure,no
400,25,entrepreneur,single,tertiary,no,0,no,no,unknown,25,jun,347,1,-1,0,unknown,no
401,47,blue-collar,married,secondary,no,5041,no,no,cellular,20,nov,184,1,-1,0,unknown,no
402,34,entrepreneur,single,secondary,yes,-200,no,yes,cellular,25,jul,248,5,-1,0,unknown,no
403,44,blue-collar,married,secondary,no,1087,yes,no,unknown,19,may,100,2,-1,0,unknown,no
404,48,blue-collar,married,primary,no,323,no,no,cellular,28,aug,158,10,-1,0,unknown,no
405,47,management,married,unknown,no,12245,no,no,cellular,7,jul,1103,3,-1,0,unknown,no
406,31,management,single,tertiary,no,630,no,no,cellular,4,may,95,2,91,2,failure,no
407,35,self-employed,married,secondary,no,2762,yes,no,cellular,20,apr,682,3,154,1,other,no
408,48,housemaid,divorced,primary,no,1583,no,yes,telephone,18,jul,494,2,-1,0,unknown,no
409,29,management,married,tertiary,no,727,yes,no,cellular,17,jul,87,1,-1,0,unknown,no
410,30,admin.,married,secondary,no,1081,no,no,cellular,16,jul,222,2,-1,0,unknown,no
411,45,unknown,married,secondary,no,2119,no,no,cellular,19,aug,120,15,-1,0,unknown,no
412,43,technician,married,secondary,no,297,yes,no,cellular,14,oct,119,3,-1,0,unknown,no
413,36,technician,single,tertiary,no,40,no,no,cellular,26,aug,359,3,-1,0,unknown,no
414,59,unknown,married,unknown,no,1541,no,no,cellular,5,aug,790,1,-1,0,unknown,no
415,37,admin.,married,primary,no,214,yes,no,cellular,9,jul,645,1,-1,0,unknown,yes
416,38,unemployed,married,primary,no,890,yes,no,cellular,5,feb,43,2,-1,0,unknown,no
417,34,technician,married,secondary,no,603,yes,no,cellular,28,jul,51,4,434,1,failure,no
418,45,technician,married,secondary,no,398,yes,no,cellular,29,jan,227,1,246,5,failure,no
419,44,technician,married,secondary,no,945,yes,no,cellular,4,aug,190,1,-1,0,unknown,no
420,38,technician,married,secondary,no,1828,no,no,unknown,16,jun,35,1,-1,0,unknown,no
421,57,retired,married,secondary,no,663,no,no,cellular,14,aug,107,2,-1,0,unknown,no
422,42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no
423,37,blue-collar,married,secondary,no,520,yes,no,cellular,2,feb,54,1,255,2,failure,no
424,29,technician,single,secondary,no,-218,yes,no,cellular,18,may,73,2,-1,0,unknown,no
425,36,technician,single,secondary,no,2151,yes,no,cellular,13,may,134,1,370,1,failure,no
426,60,services,married,secondary,no,-46,no,no,unknown,23,may,132,2,-1,0,unknown,no
427,44,technician,married,secondary,no,65,no,no,telephone,28,aug,53,11,-1,0,unknown,no
428,32,blue-collar,single,secondary,no,395,yes,yes,cellular,20,apr,339,1,-1,0,unknown,no
429,47,management,married,secondary,no,407,yes,no,cellular,17,apr,145,3,-1,0,unknown,no
430,50,management,married,tertiary,no,1622,yes,yes,cellular,14,jul,58,11,-1,0,unknown,no
431,32,services,divorced,secondary,no,454,yes,no,cellular,18,jul,978,1,-1,0,unknown,yes
432,24,blue-collar,married,secondary,no,9,yes,no,unknown,27,may,292,7,-1,0,unknown,no
433,30,technician,single,secondary,no,0,no,no,cellular,28,aug,102,10,-1,0,unknown,no
434,54,management,married,secondary,no,2895,yes,no,cellular,9,feb,20,2,256,1,failure,no
435,48,management,divorced,tertiary,no,108,yes,no,unknown,27,may,89,2,-1,0,unknown,no
436,36,unemployed,divorced,primary,no,0,no,no,telephone,4,jul,304,3,-1,0,unknown,no
437,45,management,married,tertiary,no,126,yes,no,cellular,20,apr,92,1,342,1,failure,no
438,46,blue-collar,married,primary,no,2023,yes,no,cellular,21,nov,118,1,-1,0,unknown,no
439,50,management,married,tertiary,no,396,no,no,unknown,11,jun,62,2,-1,0,unknown,no
440,47,blue-collar,married,primary,no,2,yes,yes,unknown,14,may,164,1,-1,0,unknown,no
441,44,management,married,tertiary,no,0,no,yes,cellular,19,aug,70,2,-1,0,unknown,no
442,42,management,single,tertiary,no,3445,no,no,cellular,19,nov,1662,3,-1,0,unknown,no
443,36,management,married,tertiary,no,125,yes,no,unknown,13,may,355,1,-1,0,unknown,no
444,27,services,single,tertiary,no,128,no,no,cellular,8,apr,83,1,-1,0,unknown,no
445,34,admin.,single,secondary,no,1,yes,no,cellular,9,feb,185,7,280,1,other,no
446,44,technician,married,secondary,no,7649,no,no,cellular,20,aug,188,6,-1,0,unknown,no
447,46,blue-collar,single,secondary,no,332,no,no,cellular,30,jan,11,4,-1,0,unknown,no
448,43,services,married,unknown,no,790,no,no,cellular,2,feb,126,1,-1,0,unknown,no
449,37,services,divorced,secondary,no,2152,yes,no,cellular,18,nov,200,1,-1,0,unknown,no
450,59,management,married,tertiary,no,833,yes,yes,cellular,21,nov,311,1,-1,0,unknown,no
451,36,admin.,married,tertiary,no,289,no,no,cellular,21,jul,150,4,-1,0,unknown,no
452,40,admin.,divorced,secondary,no,90,yes,no,unknown,9,jun,511,5,-1,0,unknown,no
453,36,blue-collar,single,secondary,no,3508,yes,no,cellular,7,apr,183,1,266,3,failure,no
454,36,technician,single,tertiary,no,1072,yes,no,cellular,12,aug,338,2,-1,0,unknown,no
455,36,blue-collar,married,primary,no,2079,yes,yes,unknown,19,may,403,2,-1,0,unknown,no
456,52,blue-collar,married,secondary,no,1500,no,yes,unknown,20,jun,109,3,-1,0,unknown,no
457,36,entrepreneur,married,secondary,yes,1,yes,no,cellular,21,nov,203,1,-1,0,unknown,no
458,40,blue-collar,married,unknown,no,222,yes,no,unknown,20,may,465,8,-1,0,unknown,no
459,50,housemaid,married,primary,no,238,no,no,cellular,27,aug,968,5,-1,0,unknown,no
460,40,technician,single,tertiary,no,250,yes,no,cellular,1,apr,107,1,-1,0,unknown,no
461,41,admin.,married,secondary,no,8238,yes,yes,unknown,30,may,124,4,-1,0,unknown,no
462,58,services,married,secondary,no,0,no,no,unknown,20,jun,241,3,-1,0,unknown,no
463,56,services,married,secondary,no,5486,yes,no,cellular,30,jul,251,3,-1,0,unknown,no
464,36,blue-collar,married,primary,no,656,yes,no,cellular,28,jul,71,4,-1,0,unknown,no
465,54,management,married,tertiary,no,656,yes,yes,cellular,27,aug,105,6,-1,0,unknown,no
466,29,admin.,married,secondary,no,544,no,yes,cellular,24,jul,97,2,-1,0,unknown,no
467,59,retired,single,secondary,no,2303,no,yes,telephone,30,jul,128,2,-1,0,unknown,no
468,33,admin.,single,secondary,no,241,no,no,cellular,22,jul,490,1,-1,0,unknown,no
469,49,retired,divorced,secondary,no,-268,yes,no,cellular,15,jul,111,5,-1,0,unknown,no
470,40,blue-collar,married,primary,no,533,yes,no,cellular,5,feb,675,4,-1,0,unknown,no
471,45,blue-collar,married,secondary,no,-221,yes,yes,unknown,3,jun,170,1,-1,0,unknown,no
472,37,admin.,single,secondary,no,124,yes,no,unknown,19,jun,635,3,-1,0,unknown,no
473,50,blue-collar,married,primary,no,3304,yes,no,cellular,20,apr,218,1,-1,0,unknown,no
474,31,management,single,tertiary,no,0,no,no,cellular,21,aug,243,2,-1,0,unknown,no
475,34,technician,married,tertiary,no,1806,yes,no,cellular,17,apr,160,2,-1,0,unknown,no
476,30,services,married,secondary,no,7032,no,no,cellular,17,jul,102,1,-1,0,unknown,no
477,37,blue-collar,single,primary,no,275,yes,no,cellular,11,may,103,1,367,1,other,no
478,25,technician,single,tertiary,no,640,yes,no,unknown,13,may,492,2,-1,0,unknown,no
479,52,blue-collar,married,secondary,no,46,yes,no,unknown,8,may,132,1,-1,0,unknown,no
480,59,management,married,tertiary,no,123,yes,no,cellular,30,jul,70,6,-1,0,unknown,no
481,60,blue-collar,married,primary,no,11,no,no,telephone,26,aug,15,10,-1,0,unknown,no
482,35,technician,married,secondary,no,5553,yes,no,cellular,6,apr,371,3,136,7,failure,no
483,37,blue-collar,married,secondary,no,-308,yes,no,cellular,13,may,168,4,310,11,failure,no
484,43,management,married,tertiary,no,136,no,no,cellular,6,aug,120,2,-1,0,unknown,no
485,44,services,divorced,secondary,no,0,yes,yes,unknown,13,may,97,1,-1,0,unknown,no
486,45,entrepreneur,married,secondary,no,-264,no,no,cellular,21,nov,85,2,-1,0,unknown,no
487,40,self-employed,married,secondary,no,31,yes,no,cellular,16,apr,174,2,147,6,failure,no
488,31,admin.,married,secondary,no,941,yes,no,cellular,8,apr,213,4,-1,0,unknown,no
489,30,blue-collar,single,primary,no,0,yes,no,cellular,20,nov,1329,2,-1,0,unknown,no
490,54,management,divorced,tertiary,no,22,no,yes,cellular,18,jul,259,3,-1,0,unknown,no
491,47,entrepreneur,married,secondary,no,1375,yes,no,telephone,16,apr,272,2,321,7,failure,no
492,39,services,married,secondary,no,0,no,no,unknown,5,jun,251,1,-1,0,unknown,no
493,28,technician,single,secondary,no,1363,no,no,cellular,9,jun,431,3,102,1,success,no
494,29,technician,single,tertiary,no,1891,no,no,cellular,2,jul,129,1,-1,0,unknown,no
495,31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144,4,-1,0,unknown,no
496,40,management,married,tertiary,no,413,yes,no,unknown,14,may,150,1,-1,0,unknown,no
497,39,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,722,2,-1,0,unknown,no
498,39,services,married,secondary,no,27,no,yes,cellular,7,jul,290,1,-1,0,unknown,no
499,48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,498,1,-1,0,unknown,no
500,23,services,single,secondary,no,105,yes,yes,unknown,9,may,305,2,-1,0,unknown,no
501,46,management,divorced,tertiary,no,0,no,no,cellular,20,aug,50,2,-1,0,unknown,no
502,39,management,divorced,tertiary,no,355,yes,no,cellular,25,aug,313,5,-1,0,unknown,no
503,41,entrepreneur,single,tertiary,no,791,yes,no,cellular,5,feb,215,1,80,1,other,no
504,27,blue-collar,single,secondary,no,4,yes,no,cellular,7,may,153,2,-1,0,unknown,no
505,39,management,married,secondary,no,18,yes,no,cellular,22,may,230,1,-1,0,unknown,no
506,24,entrepreneur,single,secondary,no,69,yes,no,cellular,18,may,35,3,-1,0,unknown,no
507,43,management,married,tertiary,no,354,no,no,cellular,14,aug,169,10,-1,0,unknown,no
508,59,technician,married,tertiary,no,4445,no,no,unknown,11,jun,96,7,-1,0,unknown,no
509,59,housemaid,married,secondary,no,0,no,no,telephone,27,oct,376,1,81,3,failure,no
510,43,management,married,tertiary,no,14355,no,no,cellular,20,nov,52,2,-1,0,unknown,no
511,42,services,married,secondary,no,-246,yes,no,unknown,7,may,149,1,-1,0,unknown,no
512,34,technician,married,tertiary,no,0,yes,yes,cellular,28,apr,101,2,-1,0,unknown,no
513,35,technician,single,secondary,no,694,no,no,cellular,9,feb,29,2,-1,0,unknown,no
514,56,technician,divorced,unknown,no,1939,yes,no,cellular,30,jul,121,3,-1,0,unknown,no
515,70,retired,divorced,primary,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown,no
516,35,management,married,secondary,no,616,no,yes,cellular,7,aug,92,2,-1,0,unknown,no
517,52,technician,married,tertiary,no,1785,no,no,cellular,13,aug,349,1,-1,0,unknown,no
518,32,blue-collar,married,primary,no,-56,yes,yes,cellular,17,apr,405,2,305,20,other,no
519,43,blue-collar,single,secondary,no,747,no,no,unknown,29,may,685,2,-1,0,unknown,no
520,36,management,married,tertiary,no,387,no,no,cellular,2,jun,327,1,-1,0,unknown,no
521,42,technician,married,tertiary,no,1493,yes,yes,cellular,13,aug,78,1,-1,0,unknown,no
522,50,blue-collar,married,secondary,no,1557,yes,no,unknown,7,may,263,6,-1,0,unknown,no
523,29,services,single,secondary,no,102,no,no,cellular,11,jan,111,1,210,4,failure,no
