ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
466,1.01,Ideal,F,SI1,EX,EX,GIA,5582
467,2.03,Good,I,SI1,G,G,GIA,15339
468,1.01,Ideal,F,VS1,VG,VG,GIA,7870
469,1.7,Very Good,H,SI1,VG,VG,GIA,11560
470,1.16,Ideal,H,SI1,VG,VG,GIA,5644
471,0.9,Ideal,H,VS2,VG,VG,GIA,4178
472,2.05,Ideal,G,VS1,EX,EX,GIA,27238
473,1.51,Very Good,G,SI1,EX,VG,GIA,10947
474,1.85,Ideal,I,VS2,VG,VG,GIA,12794
475,1.2,Very Good,G,VS2,VG,VG,GIA,7421
476,1.02,Ideal,H,SI1,ID,ID,AGSL,5505
477,1.14,Very Good,H,VS2,VG,G,GIA,5640
478,0.93,Very Good,G,VS2,VG,VG,GIA,5181
479,0.83,Signature-Ideal,F,SI1,EX,EX,GIA,4009
480,1.5,Very Good,F,SI1,VG,VG,GIA,11520
481,2.23,Ideal,G,VS1,VG,VG,GIA,33675
482,2.13,Very Good,F,SI1,VG,VG,GIA,21182
483,1.28,Ideal,H,VVS2,EX,EX,GIA,8606
484,1.28,Ideal,I,VS1,VG,VG,GIA,6600
485,0.77,Very Good,H,SI1,VG,VG,GIA,2830
486,1.21,Ideal,G,VVS1,EX,EX,GIA,11572
487,1.13,Ideal,G,VVS2,EX,VG,GIA,8192
488,0.78,Ideal,D,VS2,VG,EX,GIA,3595
489,1.27,Ideal,G,VVS2,ID,ID,AGSL,10693
490,2.32,Ideal,G,VS2,EX,EX,GIA,31264
491,1,Good,D,VVS2,G,G,GIA,8374
492,1.58,Ideal,G,SI1,EX,EX,GIA,11610
493,1.29,Ideal,G,VS1,ID,ID,AGSL,10600
494,1.24,Very Good,E,VVS1,VG,VG,GIA,14725
495,1.01,Ideal,E,VS1,VG,EX,GIA,8036
496,0.91,Very Good,I,VS2,VG,EX,GIA,3525
497,1.01,Good,F,VS2,VG,VG,GIA,6346
498,0.93,Ideal,E,SI1,EX,EX,GIA,4700
499,1.03,Ideal,E,VS1,ID,ID,AGSL,8385
500,1.24,Ideal,G,VVS2,EX,EX,GIA,10507
501,1.15,Very Good,H,VS1,VG,VG,GIA,7040
502,1.06,Good,H,SI1,VG,VG,GIA,4828
503,1.03,Ideal,G,VS1,EX,EX,GIA,7587
504,1.06,Very Good,E,VVS2,VG,EX,GIA,9680
505,1.55,Very Good,G,VVS1,VG,EX,GIA,16331
506,1.01,Signature-Ideal,D,VVS2,ID,ID,AGSL,12996
507,1.53,Very Good,G,VS1,G,G,GIA,13189
508,0.93,Very Good,G,VS1,VG,VG,GIA,4740
509,1.71,Very Good,I,SI1,VG,VG,GIA,10410
510,1.65,Very Good,H,VS1,ID,ID,AGSL,11823
511,1,Ideal,E,VVS2,EX,VG,GIA,9685
512,0.8,Very Good,G,VS1,VG,VG,GIA,3381
513,1.5,Very Good,G,VS2,VG,VG,GIA,12156
514,0.79,Ideal,E,SI1,G,G,GIA,3171
515,1.62,Very Good,H,SI1,VG,G,GIA,10567
516,1.06,Very Good,E,SI1,VG,EX,GIA,6003
517,1.01,Very Good,D,SI1,EX,EX,GIA,6270
518,1.12,Good,H,SI1,VG,G,GIA,5138
519,1.36,Very Good,D,IF,VG,G,GIA,22649
520,1,Good,G,SI1,VG,VG,GIA,4594
521,1.02,Very Good,F,VVS2,G,G,GIA,8346
522,2.24,Ideal,E,VS1,EX,EX,GIA,39223
523,1.84,Signature-Ideal,H,VS1,ID,ID,AGSL,18645
524,2.02,Good,G,VS2,VG,VG,GIA,24735
525,1.25,Very Good,G,IF,VG,VG,GIA,10641
526,0.77,Very Good,G,SI1,VG,VG,GIA,2635
527,1.25,Ideal,H,VVS2,EX,EX,GIA,9450
528,0.76,Ideal,I,VVS2,EX,EX,GIA,2788
529,1.52,Ideal,H,VS2,ID,ID,AGSL,11313
530,1.57,Ideal,I,VS1,VG,EX,GIA,10209
531,2.39,Very Good,F,VS1,EX,VG,GIA,41488
532,1.14,Ideal,I,SI1,VG,VG,GIA,4894
533,1.2,Very Good,H,VS1,VG,VG,GIA,6972
534,1.25,Ideal,H,SI1,EX,EX,GIA,7423
535,0.86,Signature-Ideal,G,SI1,ID,ID,AGSL,4042
536,2.01,Very Good,F,SI1,EX,VG,GIA,20301
537,1.03,Good,D,SI1,G,VG,GIA,5526
538,1.04,Very Good,G,VVS2,G,G,GIA,8107
539,1.28,Ideal,E,VVS1,EX,EX,GIA,16269
540,1.11,Ideal,F,VVS2,EX,VG,GIA,10360
541,1.04,Ideal,G,VS2,VG,EX,GIA,6955
542,1.5,Ideal,H,SI1,EX,EX,GIA,10725
543,1.01,Very Good,E,VS2,EX,G,GIA,6491
544,1.01,Good,F,SI1,EX,EX,GIA,5309
545,2.02,Ideal,F,SI1,EX,EX,GIA,21602
546,0.92,Ideal,G,SI1,G,VG,GIA,4025
547,1.01,Very Good,F,VS1,EX,EX,GIA,7698
548,1.03,Very Good,H,SI1,G,VG,GIA,4836
549,2.04,Very Good,I,SI1,ID,ID,AGSL,17323
550,1.08,Ideal,G,VS2,EX,VG,GIA,6769
551,1.01,Very Good,I,SI1,EX,EX,GIA,4133
552,2.01,Very Good,H,SI1,EX,VG,GIA,17003
553,1.01,Very Good,E,VS2,G,G,GIA,6128
554,1.19,Ideal,H,VS1,EX,EX,GIA,7466
555,1.57,Very Good,F,SI1,VG,EX,GIA,11998
556,1.02,Ideal,G,VS2,ID,ID,AGSL,6499
557,0.8,Very Good,G,SI1,G,VG,GIA,2885
558,1.06,Ideal,E,VS2,VG,EX,GIA,8090
559,1.2,Good,I,SI1,VG,VG,GIA,5211
560,1.51,Very Good,E,VVS2,G,VG,GIA,17689
561,1,Very Good,F,VVS1,VG,G,GIA,9870
562,1.08,Very Good,E,VS2,VG,VG,GIA,7230
563,1.54,Very Good,D,VS1,VG,VG,GIA,16750
564,1.15,Ideal,F,VVS2,VG,VG,GIA,10555
565,1.21,Ideal,H,SI1,ID,ID,AGSL,6629
566,0.8,Very Good,F,SI1,VG,VG,GIA,3122
567,1.01,Very Good,F,SI1,EX,EX,GIA,5078
568,1.51,Good,H,VS2,VG,VG,GIA,10488
569,1.76,Good,H,SI1,G,VG,GIA,12429
570,1.04,Very Good,I,SI1,VG,G,GIA,4175
571,1,Good,F,VS2,EX,VG,GIA,5935
572,2.02,Very Good,I,VS2,VG,VG,GIA,16735
573,1.09,Ideal,F,VVS2,EX,EX,GIA,10246
574,1.59,Very Good,G,SI1,VG,VG,GIA,10963
575,1.01,Very Good,E,SI1,VG,VG,GIA,5372
576,1.07,Ideal,H,VVS2,VG,VG,GIA,7133
577,1.5,Very Good,I,VS2,VG,VG,GIA,9960
578,0.93,Good,G,SI1,G,VG,GIA,4405
579,1.2,Ideal,G,VVS2,ID,ID,AGSL,9785
580,2.04,Ideal,F,VS2,EX,EX,GIA,29848
581,1.03,Very Good,D,VS1,VG,VG,GIA,8220
582,0.85,Very Good,G,SI1,G,VG,GIA,3063
583,0.82,Very Good,F,VVS2,EX,EX,GIA,4141
584,1.03,Signature-Ideal,E,VVS2,EX,EX,GIA,11611
585,1.07,Signature-Ideal,G,VS2,ID,ID,AGSL,7577
586,1.56,Ideal,H,VS2,EX,EX,GIA,12146
587,1.08,Very Good,D,VS1,VG,VG,GIA,9168
588,1.3,Ideal,E,VVS2,ID,ID,AGSL,13988
589,0.82,Very Good,I,SI1,VG,G,GIA,2602
590,0.94,Very Good,E,VVS2,VG,VG,GIA,7444
591,2.41,Ideal,D,VVS2,EX,EX,GIA,61584
592,0.8,Ideal,D,SI1,VG,VG,GIA,3403
593,1.02,Ideal,E,VVS1,ID,ID,AGSL,11326
594,1.2,Very Good,I,VS1,VG,G,GIA,6269
595,1.63,Ideal,H,VS2,EX,EX,GIA,12155
596,1.11,Ideal,G,VVS1,EX,EX,GIA,9345
597,2.4,Very Good,D,VVS1,G,G,GIA,63815
598,1.56,Very Good,I,SI1,VG,G,GIA,8470
599,2.22,Ideal,G,VS1,EX,EX,GIA,32516
600,1.34,Very Good,H,VS2,VG,G,GIA,7965
601,2.57,Ideal,H,VS2,EX,VG,GIA,30760
602,1.01,Ideal,D,IF,EX,EX,GIA,19146
603,2.09,Ideal,F,VS1,VG,VG,GIA,34245
604,0.9,Very Good,I,SI1,VG,VG,GIA,3407
605,1.68,Ideal,G,VS1,VG,EX,GIA,16985
606,1.07,Ideal,F,VVS1,VG,EX,GIA,9530
607,2.04,Very Good,I,VS1,EX,VG,AGSL,19629
608,0.92,Ideal,D,SI1,VG,EX,GIA,4561
609,2.33,Ideal,H,IF,EX,EX,GIA,31790
610,1,Very Good,E,SI1,EX,EX,GIA,6207
611,1.5,Good,E,VS2,EX,VG,GIA,13061
612,1,Good,D,SI1,VG,G,GIA,5546
613,1.01,Good,G,VS2,EX,VG,GIA,5503
614,1.21,Ideal,F,VS2,ID,ID,AGSL,10177
615,1.09,Very Good,F,IF,VG,G,GIA,10663
616,0.91,Ideal,G,SI1,EX,EX,GIA,4673
617,1,Good,D,VS2,VG,G,GIA,7204
618,1.85,Very Good,G,VVS1,EX,VG,GIA,23447
619,1.09,Ideal,G,VVS2,EX,EX,GIA,8753
620,0.92,Ideal,F,IF,EX,EX,GIA,7969
621,2.16,Very Good,G,VS1,EX,EX,GIA,31947
622,1.02,Signature-Ideal,D,VS2,ID,ID,AGSL,9502
623,1.01,Very Good,E,VS2,EX,VG,GIA,6552
624,2.31,Good,H,SI1,G,G,GIA,18329
625,1.1,Ideal,F,VS1,EX,VG,GIA,7056
626,1.28,Ideal,G,VVS1,ID,ID,AGSL,11164
627,0.92,Good,I,VS2,VG,VG,GIA,3679
628,1.15,Ideal,I,VS2,ID,ID,AGSL,5534
629,2.01,Very Good,G,VS1,EX,VG,GIA,26089
630,1.15,Ideal,F,VS1,EX,EX,GIA,10316
631,1.52,Ideal,E,VS1,VG,VG,GIA,14501
632,0.9,Very Good,D,VS1,VG,G,GIA,5331
633,2.12,Ideal,I,VS1,ID,ID,AGSL,19325
634,0.79,Very Good,G,SI1,EX,VG,GIA,2793
635,1.01,Ideal,H,SI1,EX,EX,GIA,5589
636,0.9,Very Good,H,SI1,VG,G,GIA,3772
637,1,Good,E,SI1,G,VG,GIA,5111
638,0.92,Very Good,H,SI1,VG,VG,GIA,4062
639,1,Fair,I,SI1,VG,VG,GIA,3899
640,2.15,Ideal,G,VVS2,EX,EX,GIA,31725
641,1.09,Signature-Ideal,E,VS1,ID,ID,AGSL,10369
642,2.39,Ideal,G,IF,EX,EX,GIA,38072
643,1.2,Ideal,G,VS2,ID,ID,AGSL,8040
644,2.11,Ideal,G,SI1,EX,EX,GIA,21262
645,1.02,Ideal,G,IF,EX,VG,GIA,8955
646,1.56,Very Good,H,VVS2,EX,EX,GIA,12098
647,2.01,Very Good,F,VS2,VG,G,GIA,26306
648,1.02,Very Good,G,SI1,VG,VG,GIA,5120
649,2.07,Very Good,D,SI1,EX,EX,GIA,22900
650,2.6,Very Good,D,VS1,VG,G,GIA,51736
651,2.05,Very Good,G,SI1,VG,G,GIA,21384
652,1.01,Very Good,E,VS1,EX,EX,GIA,7597
653,0.75,Very Good,E,SI1,EX,EX,GIA,2993
654,1.14,Good,H,VS2,EX,EX,AGSL,5986
655,1.01,Very Good,E,VS2,G,VG,GIA,6522
656,2.01,Very Good,F,VS2,EX,VG,GIA,26369
657,2.5,Ideal,G,VVS2,VG,VG,GIA,41143
658,1,Very Good,F,VS1,VG,VG,GIA,6883
659,1.15,Very Good,I,VS2,VG,VG,GIA,5352
660,1.14,Ideal,H,VS2,ID,ID,AGSL,6628
661,0.9,Ideal,H,VS1,VG,VG,GIA,4689
662,1.15,Good,H,SI1,VG,G,GIA,5005
663,1.01,Good,G,VS2,EX,G,AGSL,5614
664,2.01,Very Good,E,VS2,VG,VG,GIA,26110
665,2.32,Ideal,G,VS1,VG,EX,GIA,32502
666,1.05,Signature-Ideal,E,VVS1,ID,ID,AGSL,13736
667,1.03,Ideal,E,VS2,VG,VG,GIA,7231
668,2.66,Ideal,D,FL,EX,EX,GIA,96493
669,1.51,Ideal,D,SI1,EX,EX,GIA,13588
670,0.93,Ideal,D,SI1,VG,VG,GIA,4724
671,0.78,Very Good,D,SI1,VG,EX,GIA,3258
672,1.05,Very Good,G,SI1,VG,VG,GIA,5019
673,0.87,Very Good,I,SI1,EX,VG,AGSL,2791
674,1.18,Very Good,I,VS2,VG,VG,GIA,5488
675,1.22,Ideal,F,VS2,EX,EX,GIA,9203
676,2,Fair,G,VS2,EX,G,GIA,23203
677,2.01,Very Good,E,VVS1,VG,G,GIA,43709
678,1.03,Ideal,G,SI1,EX,EX,GIA,5684
679,2.1,Ideal,F,SI1,VG,VG,GIA,19802
680,1.01,Good,F,VS2,G,G,GIA,6271
681,1.28,Ideal,G,SI1,EX,EX,GIA,7415
682,2,Very Good,G,IF,EX,VG,GIA,33560
683,0.77,Ideal,D,VS2,VG,EX,GIA,3837
684,2.01,Ideal,D,VS2,ID,ID,AGSL,30348
685,1.3,Very Good,H,SI1,VG,G,GIA,7018
686,1.57,Very Good,I,VS1,EX,EX,GIA,10682
687,1.24,Ideal,D,SI1,VG,VG,GIA,8457
688,2.51,Very Good,E,VVS2,VG,EX,GIA,52786
689,1.2,Very Good,E,SI1,G,VG,GIA,6703
690,1.56,Ideal,H,SI1,EX,EX,GIA,10739
691,1.13,Very Good,F,VS1,VG,G,GIA,7569
692,1.01,Fair,D,SI1,VG,VG,GIA,5383
693,2.17,Ideal,D,VS1,VG,G,GIA,40868
694,1.05,Ideal,F,VVS2,ID,ID,AGSL,9908
695,0.9,Very Good,I,VVS2,VG,EX,GIA,3916
696,1.25,Ideal,H,VS1,EX,EX,GIA,8365
697,2.01,Very Good,I,VS2,EX,EX,GIA,16304
698,1.22,Ideal,E,VS1,VG,VG,GIA,11577
699,1.12,Ideal,G,VVS1,EX,EX,GIA,9196
700,1.31,Very Good,I,VS1,VG,VG,GIA,6885
701,1.08,Ideal,D,SI1,EX,VG,GIA,6532
702,1.29,Good,I,VS2,VG,VG,GIA,7102
703,2.02,Ideal,G,VVS1,EX,EX,GIA,31392
704,2.18,Ideal,H,SI1,EX,EX,GIA,19379
705,2.01,Good,H,VS2,VG,G,GIA,19842
706,1.12,Ideal,F,VS2,EX,EX,GIA,8074
707,0.96,Very Good,H,SI1,EX,VG,GIA,4027
708,0.84,Very Good,F,VS2,VG,VG,GIA,3174
709,1.01,Very Good,F,SI1,EX,EX,GIA,5231
710,0.85,Ideal,G,SI1,VG,EX,GIA,3403
711,1.1,Ideal,H,VS1,VG,EX,GIA,6677
712,2.05,Ideal,D,VS1,EX,EX,GIA,35346
713,1.53,Ideal,F,SI1,ID,ID,AGSL,12616
714,2.39,Ideal,I,VS1,EX,EX,GIA,23818
715,2.02,Ideal,H,VS1,VG,VG,GIA,20885
716,1.35,Very Good,H,VVS2,EX,ID,AGSL,8644
717,1.53,Ideal,G,VVS1,EX,VG,GIA,13832
718,2,Very Good,H,VS2,EX,VG,GIA,19995
719,1.01,Good,G,VVS2,VG,VG,GIA,7566
720,1.21,Ideal,G,VS2,EX,VG,GIA,8294
721,1.2,Signature-Ideal,E,VVS1,EX,EX,GIA,16256
722,2.01,Very Good,I,VS2,VG,EX,GIA,16158
723,2.55,Ideal,I,SI1,EX,EX,GIA,23255
724,1.5,Ideal,I,SI1,VG,VG,GIA,8371
725,1.3,Ideal,G,VS2,EX,VG,GIA,9710
726,2.03,Very Good,F,VS1,VG,EX,GIA,29713
727,2.02,Very Good,I,SI1,G,G,GIA,14839
728,2.02,Ideal,G,SI1,EX,EX,GIA,21167
729,2.01,Very Good,D,VVS2,VG,VG,GIA,44486
730,2.15,Ideal,I,VS2,EX,EX,GIA,19592
731,0.9,Very Good,D,VS2,VG,VG,GIA,4981
732,1.01,Very Good,F,VS2,EX,VG,GIA,7135
733,1.11,Very Good,G,VS2,VG,VG,GIA,6685
734,1,Very Good,F,VS1,EX,VG,GIA,7710
735,2.03,Ideal,I,SI1,VG,VG,GIA,15272
736,1.52,Ideal,G,VS2,ID,ID,AGSL,13809
737,2.03,Very Good,G,SI1,VG,VG,GIA,19926
738,1.7,Very Good,G,VS1,VG,G,GIA,16076
739,2,Ideal,H,VVS2,EX,VG,GIA,24966
740,1.05,Ideal,E,VVS2,EX,EX,GIA,10162
741,2.09,Ideal,H,VS1,EX,VG,GIA,22315
742,1.06,Very Good,F,SI1,G,VG,GIA,4721
743,1.17,Ideal,H,SI1,ID,ID,AGSL,6368
744,1.31,Very Good,H,VS2,EX,EX,GIA,7792
745,0.76,Ideal,I,VS2,EX,EX,GIA,3577
746,2.02,Very Good,G,VS1,EX,EX,GIA,23924
747,1.09,Good,D,IF,VG,G,GIA,15795
748,2.15,Very Good,F,VS1,VG,VG,GIA,31405
749,1.01,Very Good,I,VS1,EX,VG,GIA,4848
750,2.01,Ideal,D,VVS2,VG,VG,GIA,47312
751,1,Good,G,SI1,G,G,GIA,4139
752,0.9,Very Good,F,VS2,VG,VG,GIA,4400
753,2.06,Ideal,F,VS1,EX,EX,GIA,33084
754,1.02,Ideal,F,VS2,EX,VG,GIA,6622
755,1,Very Good,H,SI1,EX,EX,GIA,5021
756,1.2,Very Good,G,VS2,VG,VG,GIA,8317
757,1.21,Very Good,H,SI1,VG,VG,GIA,5768
758,1.21,Very Good,G,VVS2,EX,EX,GIA,9878
759,1.02,Ideal,G,VS2,EX,EX,GIA,6648
760,1.28,Ideal,G,IF,ID,ID,AGSL,11784
761,1.19,Ideal,I,SI1,EX,EX,GIA,5690
762,1.02,Good,G,SI1,VG,G,AGSL,4617
763,1.52,Very Good,H,VVS2,VG,VG,GIA,11772
764,1.08,Ideal,I,VS2,ID,ID,AGSL,5294
765,2.09,Very Good,I,VS1,EX,EX,GIA,18215
766,2.02,Ideal,F,VS1,VG,VG,GIA,32232
767,1.34,Ideal,E,VVS2,EX,EX,GIA,14593
768,1,Good,D,VS2,VG,G,GIA,6389
769,2.16,Ideal,F,VVS2,EX,VG,GIA,38366
770,1.05,Very Good,H,SI1,VG,VG,GIA,5095
771,1.35,Ideal,H,VVS1,EX,EX,GIA,10639
772,2.01,Very Good,I,VVS2,EX,VG,GIA,20520
773,0.9,Very Good,D,SI1,VG,G,GIA,4537
774,2.01,Very Good,G,VS1,VG,G,GIA,25556
775,1.23,Signature-Ideal,G,VS1,EX,EX,GIA,10859
776,1.07,Ideal,G,VVS2,EX,EX,GIA,8393
777,1.01,Very Good,G,VVS1,EX,EX,GIA,8601
778,2.12,Ideal,F,SI1,EX,EX,GIA,23168
779,2.02,Good,F,VS1,G,G,GIA,27311
780,0.75,Ideal,G,VVS2,ID,ID,AGSL,3525
781,1.45,Very Good,I,IF,EX,VG,GIA,9683
782,1.32,Ideal,G,VVS2,VG,VG,GIA,11419
783,0.75,Signature-Ideal,F,SI1,EX,EX,GIA,3336
784,1.23,Very Good,D,SI1,EX,VG,GIA,7717
785,1.04,Very Good,E,SI1,EX,EX,GIA,5559
786,1.67,Very Good,I,VS2,G,VG,GIA,10416
787,0.84,Good,F,SI1,VG,EX,AGSL,3122
788,1.08,Ideal,D,VS2,EX,EX,GIA,8481
789,1,Ideal,E,SI1,EX,EX,GIA,5703
790,1,Very Good,F,SI1,EX,VG,GIA,5073
791,0.8,Ideal,H,VS1,EX,EX,GIA,3581
792,2.12,Ideal,I,SI1,EX,EX,GIA,15364
793,1.21,Very Good,I,SI1,EX,VG,GIA,5245
794,1.52,Very Good,F,VS2,G,VG,GIA,13435
795,2.51,Very Good,I,VS1,EX,VG,GIA,22225
796,2,Very Good,I,VVS1,VG,VG,GIA,22614
797,1.05,Ideal,I,SI1,VG,VG,GIA,4466
798,2.19,Ideal,G,IF,EX,EX,GIA,40667
799,1.22,Ideal,F,VVS1,ID,ID,AGSL,12886
800,0.9,Good,F,SI1,VG,VG,GIA,3842
801,1.11,Very Good,G,VS2,G,VG,GIA,6771
802,0.83,Very Good,F,SI1,VG,EX,GIA,3322
803,1.07,Ideal,D,VVS2,VG,VG,GIA,11501
804,1.54,Very Good,G,VVS2,EX,EX,GIA,15225
805,1.31,Signature-Ideal,G,VVS2,ID,ID,AGSL,13168
806,1.15,Ideal,E,VS2,EX,VG,GIA,8418
807,1.2,Very Good,G,VS1,VG,G,GIA,8812
808,1.07,Ideal,G,VS1,EX,EX,GIA,7406
809,0.9,Very Good,H,VS2,VG,VG,GIA,4096
810,1.08,Ideal,G,VS1,EX,EX,GIA,7551
811,1.7,Ideal,G,VS1,EX,EX,GIA,17957
812,1.02,Ideal,H,SI1,VG,VG,GIA,4746
813,2.2,Good,I,VS1,VG,VG,GIA,19830
814,2.2,Very Good,I,VS1,EX,EX,AGSL,19671
815,2.08,Ideal,G,SI1,EX,EX,GIA,20726
816,1.02,Ideal,G,VS2,VG,VG,GIA,7083
817,1.2,Very Good,G,SI1,EX,VG,GIA,6126
818,1.01,Very Good,F,SI1,EX,VG,GIA,5886
819,1.02,Very Good,F,VS2,VG,VG,GIA,6632
820,2.12,Ideal,F,VS1,EX,EX,GIA,33667
821,1.52,Ideal,I,VVS1,ID,ID,AGSL,11033
822,1.03,Ideal,D,VS2,EX,EX,GIA,7856
823,2.31,Very Good,H,VS1,EX,VG,GIA,27468
824,1.42,Very Good,G,VVS2,EX,VG,GIA,12891
825,2.03,Very Good,H,VS1,VG,VG,GIA,20550
826,2,Very Good,F,SI1,G,VG,GIA,19647
827,1,Good,G,SI1,VG,VG,GIA,4661
828,1.39,Ideal,I,VVS2,ID,ID,AGSL,9125
829,1.41,Good,E,VVS2,VG,G,GIA,14853
830,2.11,Ideal,D,VVS2,EX,EX,GIA,55838
831,1.02,Very Good,E,VS1,EX,VG,GIA,8317
832,2.02,Good,H,VS2,EX,VG,GIA,19940
833,1.07,Signature-Ideal,G,VS2,EX,EX,GIA,7577
834,0.76,Ideal,H,VVS1,EX,VG,GIA,3363
835,1.51,Very Good,H,VS1,VG,VG,GIA,12546
836,1.51,Good,G,SI1,G,G,GIA,10614
837,1.51,Very Good,F,SI1,VG,G,GIA,10190
838,0.9,Ideal,H,VS2,VG,VG,GIA,4403
839,1.01,Ideal,G,VVS2,EX,EX,GIA,8662
840,2.01,Very Good,I,VS2,VG,EX,GIA,16361
841,1.04,Ideal,H,SI1,G,EX,GIA,4801
842,2.01,Very Good,H,VS2,VG,VG,GIA,18641
843,1,Very Good,F,IF,EX,VG,GIA,10346
844,1.02,Ideal,E,SI1,VG,VG,GIA,5590
845,1.06,Ideal,G,VVS2,EX,EX,GIA,8515
846,0.9,Good,F,SI1,EX,VG,GIA,3788
847,2.39,Very Good,G,VS2,VG,VG,GIA,32488
848,0.92,Very Good,E,SI1,EX,VG,GIA,4596
849,1.01,Good,F,VS2,EX,VG,GIA,5828
850,1.02,Very Good,G,VS2,VG,VG,GIA,6111
851,1.02,Very Good,E,VS2,EX,G,GIA,6689
852,1.33,Ideal,G,VS2,VG,VG,GIA,9739
853,1.12,Ideal,H,SI1,VG,EX,GIA,5624
854,2.01,Very Good,I,SI1,VG,VG,GIA,14541
855,0.9,Very Good,E,VS2,VG,EX,GIA,4920
856,1.16,Ideal,I,SI1,VG,EX,GIA,5107
857,1.07,Very Good,G,VS1,EX,EX,GIA,7168
858,1.07,Very Good,H,VVS2,EX,ID,AGSL,6751
859,1.09,Ideal,G,VS2,EX,EX,GIA,7227
860,1.03,Very Good,H,VS1,VG,G,GIA,5789
861,1.7,Good,G,VS2,VG,G,GIA,15087
862,0.88,Ideal,I,SI1,EX,EX,GIA,3328
863,1.19,Ideal,G,VVS1,EX,EX,GIA,10508
864,1.02,Ideal,G,SI1,VG,VG,GIA,4988
865,1.7,Fair,H,VS2,VG,EX,GIA,11038
866,0.9,Very Good,H,VS2,VG,VG,GIA,4314
867,2.18,Ideal,G,VVS1,EX,EX,AGSL,34895
868,1.41,Very Good,F,VS2,VG,G,GIA,11298
869,1.22,Ideal,H,VVS2,VG,EX,GIA,7835
870,0.91,Very Good,D,VS2,VG,VG,GIA,5134
871,1.13,Ideal,H,VVS2,EX,EX,GIA,7385
872,1.21,Very Good,H,SI1,EX,EX,GIA,6892
873,2.31,Very Good,H,SI1,VG,VG,GIA,19512
874,0.9,Good,E,SI1,G,VG,GIA,4190
875,1.51,Good,I,VS1,G,VG,GIA,9581
876,0.91,Ideal,D,SI1,EX,EX,GIA,5535
877,0.75,Ideal,I,VS1,VG,VG,GIA,2679
878,1.05,Good,G,VS2,VG,VG,GIA,5991
879,1.03,Ideal,F,SI1,VG,VG,GIA,5356
880,1.14,Ideal,I,SI1,ID,ID,AGSL,5158
881,1.1,Very Good,F,VVS1,VG,VG,GIA,10643
882,1.04,Ideal,G,VS1,EX,EX,GIA,7457
883,1.04,Good,G,VS2,VG,G,GIA,5877
884,2.01,Very Good,H,VS1,EX,EX,GIA,23135
885,2.01,Very Good,F,VS1,VG,VG,GIA,30707
886,1.52,Very Good,F,VS2,EX,EX,GIA,14066
887,1.15,Ideal,E,VVS1,EX,EX,GIA,12447
888,1.12,Ideal,F,IF,EX,VG,GIA,12344
889,2.13,Ideal,G,VVS2,EX,EX,GIA,31390
890,0.78,Ideal,D,VS2,EX,VG,GIA,3736
891,0.83,Very Good,D,VS1,G,G,AGSL,3984
892,2.05,Good,G,VS2,VG,VG,GIA,24390
893,2.04,Ideal,G,VS1,EX,EX,GIA,30455
894,1.2,Very Good,F,VS1,EX,VG,GIA,9586
895,0.9,Very Good,E,VS2,EX,G,GIA,4925
896,1.1,Signature-Ideal,H,SI1,EX,EX,GIA,6844
897,2.09,Ideal,G,VVS2,EX,EX,GIA,30324
898,1.05,Ideal,G,IF,EX,EX,GIA,9514
899,1.32,Ideal,I,VS2,EX,VG,GIA,7059
900,1.13,Ideal,E,VVS2,EX,EX,GIA,11387
901,2.62,Good,H,VS2,EX,EX,GIA,29366
902,0.87,Very Good,H,SI1,EX,VG,GIA,3180
903,1.13,Ideal,H,SI1,EX,VG,GIA,5671
904,1.26,Ideal,I,VS2,VG,EX,GIA,6306
905,0.9,Ideal,I,SI1,EX,EX,GIA,3537
906,1.04,Very Good,G,VS1,VG,VG,GIA,6669
907,1.51,Ideal,I,VS2,VG,EX,GIA,9178
908,1.23,Ideal,F,VS2,EX,EX,GIA,10342
909,0.91,Ideal,E,SI1,VG,VG,GIA,4284
910,1.07,Ideal,G,VS1,EX,EX,GIA,7858
911,0.91,Very Good,I,SI1,G,G,GIA,3170
912,2.04,Ideal,G,SI1,VG,VG,GIA,18663
913,1.05,Very Good,E,VS2,G,G,GIA,6865
914,1,Very Good,F,SI1,G,VG,GIA,5030
915,0.91,Good,I,VS2,VG,G,GIA,3747
916,1,Good,D,SI1,G,G,GIA,5328
917,1.06,Ideal,G,VS2,VG,EX,GIA,6570
918,0.84,Ideal,G,VS2,EX,EX,GIA,3603
919,1.05,Ideal,G,VS2,VG,EX,GIA,6837
920,2.02,Very Good,G,VS2,EX,EX,GIA,22206
921,0.91,Very Good,F,SI1,VG,VG,GIA,4324
922,1.26,Very Good,G,VVS1,VG,VG,GIA,10922
923,2.01,Ideal,H,SI1,EX,VG,GIA,18252
924,1,Good,D,VVS2,VG,EX,GIA,8949
925,2.05,Ideal,F,VVS2,VG,VG,GIA,36773
926,1.02,Ideal,G,VS2,EX,EX,GIA,6264
927,1.62,Very Good,G,SI1,EX,VG,GIA,11186
928,0.81,Ideal,F,VVS2,EX,VG,GIA,4630
929,1.05,Ideal,H,SI1,G,VG,GIA,5477
930,1.14,Ideal,F,VVS1,VG,EX,GIA,11226
931,1.53,Ideal,F,VVS2,VG,VG,GIA,18754
932,1.12,Ideal,H,IF,EX,VG,GIA,7971
